"Date","CumulativeRainfall","CumNet","Plot.No","Irrigated.After","Mean.VWC"
"08/01/22",5.38,-7.86,503,"No",0.300166667
"08/01/22",5.38,-7.86,504,"No",0.158760417
"08/01/22",5.38,-7.86,505,"No",0.36278125
"08/01/22",5.38,-7.86,506,"Yes",0.201364583
"08/02/22",5.38,-8.07,104,"Yes",0.328135417
"08/02/22",5.38,-8.07,305,"Yes",0.348697917
"08/02/22",5.38,-8.07,503,"Yes",0.275385417
"08/03/22",5.57,-8.06,101,"No",0.173614583
"08/03/22",5.57,-8.06,102,"Yes",0.28265625
"08/03/22",5.57,-8.06,103,"No",0.144947917
"08/03/22",5.57,-8.06,104,"No",0.345364583
"08/03/22",5.57,-8.06,105,"No",0.13471875
"08/03/22",5.57,-8.06,106,"Yes",0.2061875
"08/03/22",5.57,-8.06,201,"No",0.17284375
"08/03/22",5.57,-8.06,202,"No",0.220364583
"08/03/22",5.57,-8.06,203,"No",0.23871875
"08/03/22",5.57,-8.06,204,"Yes",0.243010417
"08/03/22",5.57,-8.06,205,"No",0.273041667
"08/03/22",5.57,-8.06,206,"No",0.170208333
"08/03/22",5.57,-8.06,301,"Yes",0.35278125
"08/03/22",5.57,-8.06,302,"No",0.240875
"08/03/22",5.57,-8.06,303,"No",0.3629375
"08/03/22",5.57,-8.06,304,"No",0.22278125
"08/03/22",5.57,-8.06,305,"No",0.364520833
"08/03/22",5.57,-8.06,306,"No",0.282208333
"08/03/22",5.57,-8.06,401,"No",0.277635417
"08/03/22",5.57,-8.06,402,"No",0.148354167
"08/03/22",5.57,-8.06,403,"No",0.18175
"08/03/22",5.57,-8.06,404,"No",0.30615625
"08/03/22",5.57,-8.06,405,"Yes",0.265604167
"08/03/22",5.57,-8.06,406,"No",0.147
"08/03/22",5.57,-8.06,501,"No",0.190552083
"08/03/22",5.57,-8.06,502,"No",0.359375
"08/03/22",5.57,-8.06,503,"No",0.306979167
"08/03/22",5.57,-8.06,504,"No",0.158354167
"08/03/22",5.57,-8.06,505,"No",0.3306875
"08/03/22",5.57,-8.06,506,"No",0.222572917
"08/04/22",5.57,-8.24,104,"Yes",0.331166667
"08/04/22",5.57,-8.24,201,"Yes",0.171375
"08/04/22",5.57,-8.24,306,"Yes",0.2835
"08/04/22",5.57,-8.24,401,"Yes",0.2954375
"08/04/22",5.57,-8.24,405,"Yes",0.2989375
"08/04/22",5.57,-8.24,502,"Yes",0.3525625
"08/04/22",5.57,-8.24,505,"Yes",0.327145833
"08/05/22",5.57,-8.46,101,"No",0.165729167
"08/05/22",5.57,-8.46,102,"Yes",0.275864583
"08/05/22",5.57,-8.46,103,"No",0.139166667
"08/05/22",5.57,-8.46,104,"Yes",0.341239583
"08/05/22",5.57,-8.46,105,"No",0.107583333
"08/05/22",5.57,-8.46,106,"Yes",0.20184375
"08/05/22",5.57,-8.46,201,"No",0.166041667
"08/05/22",5.57,-8.46,202,"Yes",0.214989583
"08/05/22",5.57,-8.46,203,"Yes",0.188145833
"08/05/22",5.57,-8.46,204,"No",0.231083333
"08/05/22",5.57,-8.46,205,"No",0.22365625
"08/05/22",5.57,-8.46,206,"Yes",0.155916667
"08/05/22",5.57,-8.46,301,"No",0.328104167
"08/05/22",5.57,-8.46,302,"Yes",0.213270833
"08/05/22",5.57,-8.46,303,"Yes",0.32059375
"08/05/22",5.57,-8.46,304,"No",0.178864583
"08/05/22",5.57,-8.46,305,"Yes",0.324770833
"08/05/22",5.57,-8.46,306,"No",0.29221875
"08/05/22",5.57,-8.46,401,"No",0.308572917
"08/05/22",5.57,-8.46,402,"No",0.142322917
"08/05/22",5.57,-8.46,403,"Yes",0.14659375
"08/05/22",5.57,-8.46,404,"Yes",0.26578125
"08/05/22",5.57,-8.46,405,"No",0.309375
"08/05/22",5.57,-8.46,406,"No",0.137927083
"08/05/22",5.57,-8.46,501,"No",0.17134375
"08/05/22",5.57,-8.46,502,"No",0.355020833
"08/05/22",5.57,-8.46,503,"Yes",0.239322917
"08/05/22",5.57,-8.46,504,"No",0.136
"08/05/22",5.57,-8.46,505,"Yes",0.339885417
"08/05/22",5.57,-8.46,506,"No",0.1789375
"08/06/22",5.92,-8.16,102,"Yes",0.302114583
"08/06/22",5.92,-8.16,104,"Yes",0.352
"08/06/22",5.92,-8.16,105,"Yes",0.120697917
"08/06/22",5.92,-8.16,106,"Yes",0.24746875
"08/06/22",5.92,-8.16,201,"Yes",0.165864583
"08/06/22",5.92,-8.16,202,"Yes",0.22715625
"08/06/22",5.92,-8.16,203,"Yes",0.244197917
"08/06/22",5.92,-8.16,204,"Yes",0.259354167
"08/06/22",5.92,-8.16,205,"Yes",0.239833333
"08/06/22",5.92,-8.16,206,"Yes",0.169229167
"08/06/22",5.92,-8.16,301,"Yes",0.3350625
"08/06/22",5.92,-8.16,302,"Yes",0.237770833
"08/06/22",5.92,-8.16,303,"Yes",0.352604167
"08/06/22",5.92,-8.16,305,"Yes",0.3545
"08/06/22",5.92,-8.16,306,"Yes",0.308072917
"08/06/22",5.92,-8.16,403,"Yes",0.181375
"08/06/22",5.92,-8.16,404,"Yes",0.306927083
"08/06/22",5.92,-8.16,501,"Yes",0.189302083
"08/06/22",5.92,-8.16,502,"Yes",0.3664375
"08/06/22",5.92,-8.16,503,"Yes",0.27884375
"08/08/22",6.75,-7.55,101,"No",0.310958333
"08/08/22",6.75,-7.55,102,"No",0.334791667
"08/08/22",6.75,-7.55,103,"No",0.2018125
"08/08/22",6.75,-7.55,104,"No",0.348479167
"08/08/22",6.75,-7.55,105,"No",0.186416667
"08/08/22",6.75,-7.55,106,"No",0.28709375
"08/08/22",6.75,-7.55,201,"No",0.21771875
"08/08/22",6.75,-7.55,202,"No",0.297875
"08/08/22",6.75,-7.55,203,"No",0.327822917
"08/08/22",6.75,-7.55,204,"No",0.342666667
"08/08/22",6.75,-7.55,205,"No",0.30746875
"08/08/22",6.75,-7.55,206,"No",0.293885417
"08/08/22",6.75,-7.55,301,"No",0.392270833
"08/08/22",6.75,-7.55,302,"No",0.345697917
"08/08/22",6.75,-7.55,303,"No",0.37971875
"08/08/22",6.75,-7.55,304,"No",0.323770833
"08/08/22",6.75,-7.55,305,"No",0.365791667
"08/08/22",6.75,-7.55,306,"No",0.35771875
"08/08/22",6.75,-7.55,401,"No",0.381458333
"08/08/22",6.75,-7.55,402,"No",0.2871875
"08/08/22",6.75,-7.55,403,"No",0.31540625
"08/08/22",6.75,-7.55,404,"No",0.34440625
"08/08/22",6.75,-7.55,405,"No",0.354833333
"08/08/22",6.75,-7.55,406,"No",0.2554375
"08/08/22",6.75,-7.55,501,"No",0.353822917
"08/08/22",6.75,-7.55,502,"No",0.395895833
"08/08/22",6.75,-7.55,503,"No",0.342635417
"08/08/22",6.75,-7.55,504,"No",0.313
"08/08/22",6.75,-7.55,505,"No",0.368677083
"08/08/22",6.75,-7.55,506,"No",0.286416667
"08/09/22",6.75,-7.71,104,"Yes",0.341333333
"08/10/22",6.75,-7.88,101,"No",0.25103125
"08/10/22",6.75,-7.88,102,"No",0.306625
"08/10/22",6.75,-7.88,103,"No",0.197885417
"08/10/22",6.75,-7.88,104,"Yes",0.345666667
"08/10/22",6.75,-7.88,105,"No",0.145135417
"08/10/22",6.75,-7.88,106,"No",0.233333333
"08/10/22",6.75,-7.88,201,"No",0.218364583
"08/10/22",6.75,-7.88,202,"No",0.270572917
"08/10/22",6.75,-7.88,203,"No",0.266510417
"08/10/22",6.75,-7.88,204,"No",0.282697917
"08/10/22",6.75,-7.88,205,"No",0.26921875
"08/10/22",6.75,-7.88,206,"No",0.242864583
"08/10/22",6.75,-7.88,301,"No",0.349833333
"08/10/22",6.75,-7.88,302,"No",0.298125
"08/10/22",6.75,-7.88,303,"No",0.34375
"08/10/22",6.75,-7.88,304,"No",0.2676875
"08/10/22",6.75,-7.88,305,"Yes",0.34425
"08/10/22",6.75,-7.88,306,"No",0.305791667
"08/10/22",6.75,-7.88,401,"No",0.331354167
"08/10/22",6.75,-7.88,402,"No",0.2318125
"08/10/22",6.75,-7.88,403,"No",0.250604167
"08/10/22",6.75,-7.88,404,"No",0.303822917
"08/10/22",6.75,-7.88,405,"No",0.308083333
"08/10/22",6.75,-7.88,406,"No",0.204291667
"08/10/22",6.75,-7.88,501,"No",0.29828125
"08/10/22",6.75,-7.88,502,"No",0.362604167
"08/10/22",6.75,-7.88,503,"No",0.283520833
"08/10/22",6.75,-7.88,504,"No",0.22540625
"08/10/22",6.75,-7.88,505,"Yes",0.34403125
"08/10/22",6.75,-7.88,506,"No",0.24503125
"08/11/22",6.75,-8.03,104,"Yes",0.351427083
"08/11/22",6.75,-8.03,106,"Yes",0.22215625
"08/11/22",6.75,-8.03,301,"Yes",0.345166667
"08/11/22",6.75,-8.03,303,"Yes",0.331947917
"08/11/22",6.75,-8.03,503,"Yes",0.26484375
"08/11/22",6.75,-8.03,504,"Yes",0.216822917
"08/12/22",8.12,-6.74,101,"No",0.248520833
"08/12/22",8.12,-6.74,102,"No",0.3239375
"08/12/22",8.12,-6.74,103,"No",0.19528125
"08/12/22",8.12,-6.74,104,"No",0.358677083
"08/12/22",8.12,-6.74,105,"No",0.154302083
"08/12/22",8.12,-6.74,106,"No",0.2830625
"08/12/22",8.12,-6.74,201,"No",0.200916667
"08/12/22",8.12,-6.74,202,"No",0.2704375
"08/12/22",8.12,-6.74,203,"No",0.301947917
"08/12/22",8.12,-6.74,204,"No",0.311854167
"08/12/22",8.12,-6.74,205,"No",0.288083333
"08/12/22",8.12,-6.74,206,"No",0.271052083
"08/12/22",8.12,-6.74,301,"No",0.38703125
"08/12/22",8.12,-6.74,302,"No",0.3285
"08/12/22",8.12,-6.74,303,"No",0.366875
"08/12/22",8.12,-6.74,304,"No",0.301
"08/12/22",8.12,-6.74,305,"No",0.364666667
"08/12/22",8.12,-6.74,306,"No",0.34284375
"08/12/22",8.12,-6.74,401,"No",0.3585
"08/12/22",8.12,-6.74,402,"No",0.274572917
"08/12/22",8.12,-6.74,403,"No",0.289197917
"08/12/22",8.12,-6.74,404,"No",0.323614583
"08/12/22",8.12,-6.74,405,"Yes",0.29590625
"08/12/22",8.12,-6.74,406,"No",0.236916667
"08/12/22",8.12,-6.74,501,"No",0.343729167
"08/12/22",8.12,-6.74,502,"No",0.378302083
"08/12/22",8.12,-6.74,503,"No",0.3316875
"08/12/22",8.12,-6.74,504,"No",0.3205
"08/12/22",8.12,-6.74,505,"No",0.363791667
"08/12/22",8.12,-6.74,506,"No",0.25403125
"08/14/22",8.12,-6.92,104,"Yes",0.346385417
"08/15/22",8.12,-7.02,101,"No",0.2390625
"08/15/22",8.12,-7.02,102,"No",0.308208333
"08/15/22",8.12,-7.02,103,"No",0.20540625
"08/15/22",8.12,-7.02,104,"No",0.342302083
"08/15/22",8.12,-7.02,105,"No",0.140802083
"08/15/22",8.12,-7.02,106,"No",0.254604167
"08/15/22",8.12,-7.02,201,"No",0.216822917
"08/15/22",8.12,-7.02,202,"No",0.273239583
"08/15/22",8.12,-7.02,203,"No",0.284052083
"08/15/22",8.12,-7.02,204,"No",0.28959375
"08/15/22",8.12,-7.02,205,"No",0.2721875
"08/15/22",8.12,-7.02,206,"No",0.267958333
"08/15/22",8.12,-7.02,301,"No",0.364302083
"08/15/22",8.12,-7.02,302,"No",0.317083333
"08/15/22",8.12,-7.02,303,"No",0.349125
"08/15/22",8.12,-7.02,304,"No",0.289604167
"08/15/22",8.12,-7.02,305,"Yes",0.355302083
"08/15/22",8.12,-7.02,306,"No",0.3241875
"08/15/22",8.12,-7.02,401,"No",0.34425
"08/15/22",8.12,-7.02,402,"Yes",0.290322917
"08/15/22",8.12,-7.02,403,"No",0.283083333
"08/15/22",8.12,-7.02,404,"No",0.310145833
"08/15/22",8.12,-7.02,405,"No",0.305510417
"08/15/22",8.12,-7.02,406,"No",0.233614583
"08/15/22",8.12,-7.02,501,"No",0.326208333
"08/15/22",8.12,-7.02,502,"No",0.36209375
"08/15/22",8.12,-7.02,503,"No",0.306697917
"08/15/22",8.12,-7.02,504,"No",0.285052083
"08/15/22",8.12,-7.02,505,"Yes",0.3535
"08/15/22",8.12,-7.02,506,"No",0.24228125
"08/16/22",8.12,-7.13,104,"Yes",0.348333333
"08/17/22",8.18,-7.19,101,"No",0.203041667
"08/17/22",8.18,-7.19,102,"No",0.29271875
"08/17/22",8.18,-7.19,103,"No",0.1905
"08/17/22",8.18,-7.19,104,"No",0.341229167
"08/17/22",8.18,-7.19,105,"No",0.125947917
"08/17/22",8.18,-7.19,106,"No",0.220104167
"08/17/22",8.18,-7.19,201,"No",0.200666667
"08/17/22",8.18,-7.19,202,"No",0.255541667
"08/17/22",8.18,-7.19,203,"No",0.2539375
"08/17/22",8.18,-7.19,204,"No",0.261635417
"08/17/22",8.18,-7.19,205,"No",0.253989583
"08/17/22",8.18,-7.19,206,"No",0.244041667
"08/17/22",8.18,-7.19,301,"No",0.3443125
"08/17/22",8.18,-7.19,302,"No",0.297010417
"08/17/22",8.18,-7.19,303,"Yes",0.346052083
"08/17/22",8.18,-7.19,304,"No",0.268770833
"08/17/22",8.18,-7.19,305,"No",0.343041667
"08/17/22",8.18,-7.19,306,"No",0.299916667
"08/17/22",8.18,-7.19,401,"No",0.321552083
"08/17/22",8.18,-7.19,402,"No",0.288104167
"08/17/22",8.18,-7.19,403,"No",0.259708333
"08/17/22",8.18,-7.19,404,"No",0.292864583
"08/17/22",8.18,-7.19,405,"No",0.281729167
"08/17/22",8.18,-7.19,406,"No",0.204145833
"08/17/22",8.18,-7.19,501,"No",0.304010417
"08/17/22",8.18,-7.19,502,"No",0.344604167
"08/17/22",8.18,-7.19,503,"No",0.273395833
"08/17/22",8.18,-7.19,504,"No",0.250145833
"08/17/22",8.18,-7.19,505,"Yes",0.361270833
"08/17/22",8.18,-7.19,506,"No",0.221135417
"08/18/22",8.54,-6.94,104,"Yes",0.35771875
"08/18/22",8.54,-6.94,106,"Yes",0.2353125
"08/18/22",8.54,-6.94,301,"Yes",0.368958333
"08/18/22",8.54,-6.94,305,"Yes",0.363333333
"08/18/22",8.54,-6.94,405,"Yes",0.29325
"08/18/22",8.54,-6.94,503,"Yes",0.292333333
"08/19/22",8.68,-6.88,101,"No",0.289854167
"08/19/22",8.68,-6.88,102,"No",0.3351875
"08/19/22",8.68,-6.88,103,"No",0.226395833
"08/19/22",8.68,-6.88,104,"No",0.361760417
"08/19/22",8.68,-6.88,105,"No",0.18053125
"08/19/22",8.68,-6.88,106,"No",0.302177083
"08/19/22",8.68,-6.88,201,"No",0.225822917
"08/19/22",8.68,-6.88,202,"No",0.306166667
"08/19/22",8.68,-6.88,203,"No",0.338916667
"08/19/22",8.68,-6.88,204,"No",0.35715625
"08/19/22",8.68,-6.88,205,"No",0.315989583
"08/19/22",8.68,-6.88,206,"No",0.308166667
"08/19/22",8.68,-6.88,301,"No",0.400635417
"08/19/22",8.68,-6.88,302,"No",0.352072917
"08/19/22",8.68,-6.88,303,"No",0.388489583
"08/19/22",8.68,-6.88,304,"No",0.347125
"08/19/22",8.68,-6.88,305,"No",0.374697917
"08/19/22",8.68,-6.88,306,"No",0.37196875
"08/19/22",8.68,-6.88,401,"No",0.3830625
"08/19/22",8.68,-6.88,402,"No",0.344114583
"08/19/22",8.68,-6.88,403,"No",0.327479167
"08/19/22",8.68,-6.88,404,"No",0.353864583
"08/19/22",8.68,-6.88,405,"No",0.349770833
"08/19/22",8.68,-6.88,406,"No",0.270770833
"08/19/22",8.68,-6.88,501,"No",0.370552083
"08/19/22",8.68,-6.88,502,"No",0.400854167
"08/19/22",8.68,-6.88,503,"No",0.355572917
"08/19/22",8.68,-6.88,504,"No",0.34540625
"08/19/22",8.68,-6.88,505,"No",0.381864583
"08/19/22",8.68,-6.88,506,"No",0.29878125
"08/21/22",8.69,-7.11,104,"Yes",0.348958333
"08/22/22",8.69,-7.24,101,"No",0.254354167
"08/22/22",8.69,-7.24,102,"No",0.308604167
"08/22/22",8.69,-7.24,103,"No",0.239322917
"08/22/22",8.69,-7.24,104,"No",0.341395833
"08/22/22",8.69,-7.24,105,"No",0.154041667
"08/22/22",8.69,-7.24,106,"No",0.268354167
"08/22/22",8.69,-7.24,201,"No",0.248635417
"08/22/22",8.69,-7.24,202,"No",0.28809375
"08/22/22",8.69,-7.24,203,"No",0.2904375
"08/22/22",8.69,-7.24,204,"No",0.302302083
"08/22/22",8.69,-7.24,205,"No",0.283864583
"08/22/22",8.69,-7.24,206,"No",0.2759375
"08/22/22",8.69,-7.24,301,"No",0.367364583
"08/22/22",8.69,-7.24,302,"No",0.31728125
"08/22/22",8.69,-7.24,303,"No",0.35753125
"08/22/22",8.69,-7.24,304,"No",0.304885417
"08/22/22",8.69,-7.24,305,"No",0.338197917
"08/22/22",8.69,-7.24,306,"No",0.32815625
"08/22/22",8.69,-7.24,401,"No",0.345270833
"08/22/22",8.69,-7.24,402,"No",0.301291667
"08/22/22",8.69,-7.24,403,"No",0.288677083
"08/22/22",8.69,-7.24,404,"No",0.32425
"08/22/22",8.69,-7.24,405,"No",0.318770833
"08/22/22",8.69,-7.24,406,"No",0.24515625
"08/22/22",8.69,-7.24,501,"No",0.33234375
"08/22/22",8.69,-7.24,502,"No",0.370572917
"08/22/22",8.69,-7.24,503,"No",0.313104167
"08/22/22",8.69,-7.24,504,"No",0.285958333
"08/22/22",8.69,-7.24,505,"No",0.348645833
"08/22/22",8.69,-7.24,506,"No",0.268729167
"08/23/22",8.69,-7.38,104,"Yes",0.3443125
"08/23/22",8.69,-7.38,305,"Yes",0.347958333
"08/24/22",8.69,-7.49,101,"No",0.196666667
"08/24/22",8.69,-7.49,102,"No",0.28421875
"08/24/22",8.69,-7.49,103,"No",0.211208333
"08/24/22",8.69,-7.49,104,"No",0.334104167
"08/24/22",8.69,-7.49,105,"No",0.127854167
"08/24/22",8.69,-7.49,106,"No",0.218020833
"08/24/22",8.69,-7.49,201,"No",0.212229167
"08/24/22",8.69,-7.49,202,"No",0.2545
"08/24/22",8.69,-7.49,203,"No",0.24221875
"08/24/22",8.69,-7.49,204,"No",0.26
"08/24/22",8.69,-7.49,205,"No",0.253604167
"08/24/22",8.69,-7.49,206,"No",0.233958333
"08/24/22",8.69,-7.49,301,"No",0.336333333
"08/24/22",8.69,-7.49,302,"No",0.282822917
"08/24/22",8.69,-7.49,303,"Yes",0.33671875
"08/24/22",8.69,-7.49,304,"No",0.2735
"08/24/22",8.69,-7.49,305,"No",0.347739583
"08/24/22",8.69,-7.49,306,"No",0.286760417
"08/24/22",8.69,-7.49,401,"No",0.308770833
"08/24/22",8.69,-7.49,402,"No",0.258739583
"08/24/22",8.69,-7.49,403,"No",0.25028125
"08/24/22",8.69,-7.49,404,"No",0.293927083
"08/24/22",8.69,-7.49,405,"No",0.280635417
"08/24/22",8.69,-7.49,406,"No",0.202125
"08/24/22",8.69,-7.49,501,"No",0.296052083
"08/24/22",8.69,-7.49,502,"No",0.342020833
"08/24/22",8.69,-7.49,503,"Yes",0.269041667
"08/24/22",8.69,-7.49,504,"No",0.234052083
"08/24/22",8.69,-7.49,505,"Yes",0.328979167
"08/24/22",8.69,-7.49,506,"No",0.230489583
"08/25/22",8.69,-7.6,102,"Yes",0.27953125
"08/25/22",8.69,-7.6,104,"Yes",0.340875
"08/25/22",8.69,-7.6,106,"Yes",0.211520833
"08/25/22",8.69,-7.6,301,"Yes",0.330625
"08/25/22",8.69,-7.6,303,"Yes",0.342364583
"08/25/22",8.69,-7.6,305,"Yes",0.353583333
"08/25/22",8.69,-7.6,306,"Yes",0.288916667
"08/25/22",8.69,-7.6,405,"Yes",0.274916667
"08/25/22",8.69,-7.6,502,"Yes",0.337354167
"08/25/22",8.69,-7.6,503,"Yes",0.27459375
"08/25/22",8.69,-7.6,505,"Yes",0.334885417
"08/26/22",8.69,-7.73,101,"No",0.174375
"08/26/22",8.69,-7.73,102,"No",0.286072917
"08/26/22",8.69,-7.73,103,"No",0.186625
"08/26/22",8.69,-7.73,104,"No",0.333979167
"08/26/22",8.69,-7.73,105,"No",0.114864583
"08/26/22",8.69,-7.73,106,"No",0.212447917
"08/26/22",8.69,-7.73,201,"No",0.185458333
"08/26/22",8.69,-7.73,202,"No",0.230166667
"08/26/22",8.69,-7.73,203,"No",0.214427083
"08/26/22",8.69,-7.73,204,"No",0.228239583
"08/26/22",8.69,-7.73,205,"No",0.229864583
"08/26/22",8.69,-7.73,206,"No",0.202572917
"08/26/22",8.69,-7.73,301,"No",0.35390625
"08/26/22",8.69,-7.73,302,"No",0.255354167
"08/26/22",8.69,-7.73,303,"No",0.34253125
"08/26/22",8.69,-7.73,304,"No",0.246625
"08/26/22",8.69,-7.73,305,"No",0.352760417
"08/26/22",8.69,-7.73,306,"No",0.290708333
"08/26/22",8.69,-7.73,401,"No",0.2804375
"08/26/22",8.69,-7.73,402,"No",0.223291667
"08/26/22",8.69,-7.73,403,"No",0.218229167
"08/26/22",8.69,-7.73,404,"No",0.27734375
"08/26/22",8.69,-7.73,405,"No",0.285927083
"08/26/22",8.69,-7.73,406,"No",0.173822917
"08/26/22",8.69,-7.73,501,"No",0.2674375
"08/26/22",8.69,-7.73,502,"No",0.354239583
"08/26/22",8.69,-7.73,503,"No",0.279020833
"08/26/22",8.69,-7.73,504,"No",0.198822917
"08/26/22",8.69,-7.73,505,"No",0.354145833
"08/26/22",8.69,-7.73,506,"No",0.201791667
"08/27/22",9.37,-7.12,104,"Yes",0.3476875
"08/27/22",9.37,-7.12,106,"Yes",0.234395833
"08/27/22",9.37,-7.12,202,"Yes",0.229291667
"08/27/22",9.37,-7.12,203,"Yes",0.241197917
"08/27/22",9.37,-7.12,204,"Yes",0.23475
"08/27/22",9.37,-7.12,303,"Yes",0.36125
"08/27/22",9.37,-7.12,401,"Yes",0.29496875
"08/27/22",9.37,-7.12,503,"Yes",0.299875
"08/29/22",10.04,-6.67,101,"No",0.342458333
"08/29/22",10.04,-6.67,102,"No",0.343395833
"08/29/22",10.04,-6.67,103,"No",0.286822917
"08/29/22",10.04,-6.67,104,"No",0.355020833
"08/29/22",10.04,-6.67,105,"No",0.195333333
"08/29/22",10.04,-6.67,106,"No",0.309739583
"08/29/22",10.04,-6.67,201,"No",0.274541667
"08/29/22",10.04,-6.67,202,"No",0.328541667
"08/29/22",10.04,-6.67,203,"No",0.339145833
"08/29/22",10.04,-6.67,204,"No",0.351708333
"08/29/22",10.04,-6.67,205,"No",0.322479167
"08/29/22",10.04,-6.67,206,"No",0.323354167
"08/29/22",10.04,-6.67,301,"No",0.39840625
"08/29/22",10.04,-6.67,302,"No",0.350197917
"08/29/22",10.04,-6.67,303,"No",0.3874375
"08/29/22",10.04,-6.67,304,"No",0.350208333
"08/29/22",10.04,-6.67,305,"No",0.370375
"08/29/22",10.04,-6.67,306,"No",0.37153125
"08/29/22",10.04,-6.67,401,"No",0.384760417
"08/29/22",10.04,-6.67,402,"No",0.349333333
"08/29/22",10.04,-6.67,403,"No",0.334260417
"08/29/22",10.04,-6.67,404,"No",0.36021875
"08/29/22",10.04,-6.67,405,"No",0.358333333
"08/29/22",10.04,-6.67,406,"No",0.308385417
"08/29/22",10.04,-6.67,501,"No",0.374666667
"08/29/22",10.04,-6.67,502,"No",0.398510417
"08/29/22",10.04,-6.67,503,"No",0.3618125
"08/29/22",10.04,-6.67,504,"No",0.34725
"08/29/22",10.04,-6.67,505,"No",0.377979167
"08/29/22",10.04,-6.67,506,"No",0.304385417
"08/30/22",10.04,-6.8,104,"Yes",0.3459375
"08/30/22",10.04,-6.8,305,"Yes",0.34609375
"08/31/22",10.04,-6.94,101,"No",0.252677083
"08/31/22",10.04,-6.94,102,"No",0.31040625
"08/31/22",10.04,-6.94,103,"No",0.258385417
"08/31/22",10.04,-6.94,104,"No",0.337125
"08/31/22",10.04,-6.94,105,"No",0.153041667
"08/31/22",10.04,-6.94,106,"No",0.252177083
"08/31/22",10.04,-6.94,201,"No",0.248145833
"08/31/22",10.04,-6.94,202,"No",0.28825
"08/31/22",10.04,-6.94,203,"No",0.28553125
"08/31/22",10.04,-6.94,204,"No",0.30040625
"08/31/22",10.04,-6.94,205,"No",0.281989583
"08/31/22",10.04,-6.94,206,"No",0.26578125
"08/31/22",10.04,-6.94,301,"No",0.3600625
"08/31/22",10.04,-6.94,302,"No",0.30365625
"08/31/22",10.04,-6.94,303,"No",0.35496875
"08/31/22",10.04,-6.94,304,"No",0.306666667
"08/31/22",10.04,-6.94,305,"Yes",0.352197917
"08/31/22",10.04,-6.94,306,"No",0.320989583
"08/31/22",10.04,-6.94,401,"No",0.3425625
"08/31/22",10.04,-6.94,402,"No",0.293385417
"08/31/22",10.04,-6.94,403,"No",0.2791875
"08/31/22",10.04,-6.94,404,"No",0.320520833
"08/31/22",10.04,-6.94,405,"No",0.315104167
"08/31/22",10.04,-6.94,406,"No",0.244927083
"08/31/22",10.04,-6.94,501,"No",0.3330625
"08/31/22",10.04,-6.94,502,"No",0.366895833
"08/31/22",10.04,-6.94,503,"No",0.30659375
"08/31/22",10.04,-6.94,504,"No",0.27453125
"08/31/22",10.04,-6.94,505,"No",0.340197917
"08/31/22",10.04,-6.94,506,"No",0.2555625
"09/01/22",10.04,-7.09,104,"Yes",0.33903125
"09/01/22",10.04,-7.09,505,"Yes",0.336541667
"09/02/22",10.04,-7.24,101,"No",0.186958333
"09/02/22",10.04,-7.24,102,"No",0.284354167
"09/02/22",10.04,-7.24,103,"No",0.225822917
"09/02/22",10.04,-7.24,104,"No",0.3378125
"09/02/22",10.04,-7.24,105,"No",0.124072917
"09/02/22",10.04,-7.24,106,"Yes",0.203583333
"09/02/22",10.04,-7.24,201,"No",0.203604167
"09/02/22",10.04,-7.24,202,"No",0.250791667
"09/02/22",10.04,-7.24,203,"No",0.23284375
"09/02/22",10.04,-7.24,204,"No",0.25703125
"09/02/22",10.04,-7.24,205,"No",0.250958333
"09/02/22",10.04,-7.24,206,"No",0.215427083
"09/02/22",10.04,-7.24,301,"Yes",0.329375
"09/02/22",10.04,-7.24,302,"No",0.262604167
"09/02/22",10.04,-7.24,303,"Yes",0.336322917
"09/02/22",10.04,-7.24,304,"No",0.273458333
"09/02/22",10.04,-7.24,305,"No",0.339364583
"09/02/22",10.04,-7.24,306,"No",0.274854167
"09/02/22",10.04,-7.24,401,"No",0.305302083
"09/02/22",10.04,-7.24,402,"No",0.24034375
"09/02/22",10.04,-7.24,403,"No",0.233395833
"09/02/22",10.04,-7.24,404,"No",0.290677083
"09/02/22",10.04,-7.24,405,"No",0.277395833
"09/02/22",10.04,-7.24,406,"No",0.196447917
"09/02/22",10.04,-7.24,501,"No",0.29671875
"09/02/22",10.04,-7.24,502,"No",0.3391875
"09/02/22",10.04,-7.24,503,"Yes",0.256666667
"09/02/22",10.04,-7.24,504,"No",0.21509375
"09/02/22",10.04,-7.24,505,"Yes",0.35215625
"09/02/22",10.04,-7.24,506,"No",0.217770833
"09/03/22",10.04,-7.36,102,"Yes",0.279333333
"09/03/22",10.04,-7.36,104,"Yes",0.339239583
"09/03/22",10.04,-7.36,106,"Yes",0.22140625
"09/03/22",10.04,-7.36,203,"Yes",0.219770833
"09/03/22",10.04,-7.36,301,"Yes",0.357229167
"09/03/22",10.04,-7.36,303,"Yes",0.35446875
"09/03/22",10.04,-7.36,305,"Yes",0.348177083
"09/03/22",10.04,-7.36,306,"Yes",0.285572917
"09/03/22",10.04,-7.36,404,"Yes",0.282677083
"09/03/22",10.04,-7.36,405,"Yes",0.262791667
"09/03/22",10.04,-7.36,502,"Yes",0.327760417
"09/03/22",10.04,-7.36,503,"Yes",0.279489583
"09/04/22",10.04,-7.48,204,"Yes",0.22078125
"09/04/22",10.04,-7.48,401,"Yes",0.294177083
