Observation ID,Date,Plot No,Rep,Species,PAW Trt,Irrigated After,TQ,NDVI Scan,NDRE Scan,FvFm,Absorptivity,Gmax,Percent Cover,Mean VWC,Min VWC,VWC at 7 AM,Suction Mean VWC,Suction Min VWC,Suction VWC at 7 AM
216,07/15/22,306,3,KBG,60,No,8,0.8138,0.3587,0.687,0.893,82.5,90.38181747,0.27290625,0.259,0.28,,,
217,07/15/22,401,1,KBG,60,No,8,0.8048,0.3293,0.682,0.876,94,92.73416121,0.31653125,0.301,0.324,,,
218,07/15/22,402,1,KBG,15,No,8,0.8289,0.3553,0.695,0.89,90.5,91.53845165,0.27834375,0.262,0.287,,,
219,07/15/22,403,2,KBG,30,No,9,0.8345,0.3627,NA,0.891,86,94.76257063,0.229145833,0.21,0.239,,,
220,07/15/22,404,2,CBG,60,Yes,9,0.8256,0.353,0.705,0.896,84,97.31594301,0.274510417,0.258,0.268,,,
221,07/15/22,405,3,CBG,60,Yes,8,0.8317,0.3529,0.405,0.89,72.5,97.35436494,0.253739583,0.233,0.256,,,
222,07/15/22,406,3,KBG,15,No,8,0.8303,0.3626,0.709,0.896,89.5,94.88312664,0.243552083,0.23,0.251,,,
223,07/15/22,501,1,KBG,30,No,8,0.7923,0.3302,0.713,0.883,97,89.92553014,0.31303125,0.299,0.318,,,
224,07/15/22,502,1,CBG,75,Yes,9,0.8263,0.3547,0.712,0.892,76.5,95.78785285,0.338666667,0.318,0.326,,,
225,07/15/22,503,2,KBG,60,Yes,9,0.8267,0.3739,0.709,0.895,75,94.78592827,0.24134375,0.222,0.253,,,
226,07/15/22,504,2,KBG,15,No,8,0.8413,0.375,0.712,0.891,82,94.99014078,0.272208333,0.255,0.281,,,
227,07/15/22,505,3,CBG,75,No,9,0.8318,0.3485,0.709,0.896,50.5,97.52477839,0.357520833,0.348,0.362,,,
228,07/15/22,506,3,CBG,30,No,8,0.8319,0.3509,0.709,0.903,72.5,97.32124019,0.259916667,0.244,0.267,,,
229,07/16/22,104,2,KBG,75,Yes,NA,NA,NA,0.677,0.887,NA,NA,0.333166667,0.309,0.313,,,
230,07/16/22,106,3,KBG,45,Yes,NA,NA,NA,0.652,0.871,NA,NA,0.250375,0.212,0.22,,,
231,07/16/22,203,2,KBG,45,Yes,NA,NA,NA,0.667,0.878,NA,NA,0.216885417,0.205,0.209,,,
232,07/16/22,204,2,CBG,45,Yes,NA,NA,NA,0.665,0.889,NA,NA,0.218572917,0.211,0.214,,,
233,07/16/22,303,2,CBG,75,Yes,NA,NA,NA,0.664,0.883,NA,NA,0.350020833,0.324,0.327,,,
234,07/16/22,306,3,KBG,60,Yes,NA,NA,NA,0.668,0.887,NA,NA,0.2705625,0.256,0.259,,,
235,07/16/22,405,3,CBG,60,Yes,NA,NA,NA,0.671,0.887,NA,NA,0.286791667,0.264,0.268,,,
236,07/16/22,503,2,KBG,60,Yes,NA,NA,NA,0.7,0.897,NA,NA,0.23471875,0.216,0.222,,,
237,07/17/22,102,1,CBG,60,Yes,NA,NA,NA,0.703,0.885,71.5,NA,0.29953125,0.279,0.279,,,
238,07/17/22,205,3,CBG,45,Yes,NA,NA,NA,0.716,0.89,99,NA,0.2170625,0.213,0.214,,,
239,07/17/22,301,1,KBG,75,Yes,NA,NA,NA,0.723,0.89,89.5,NA,0.365572917,0.334,0.334,,,
240,07/17/22,502,1,CBG,75,Yes,NA,NA,NA,0.726,0.895,78.5,NA,0.367291667,0.336,0.336,,,
241,07/17/22,503,2,KBG,60,Yes,NA,NA,NA,0.716,0.899,69.5,NA,0.291,0.25,0.251,,,
242,07/17/22,505,3,CBG,75,Yes,NA,NA,NA,0.72,0.895,71,NA,0.348385417,0.317,0.319,,,
243,07/18/22,101,1,CBG,15,No,8,0.7714,0.2976,NA,NA,87,80.38118139,0.23290625,0.218,0.239,,,
244,07/18/22,102,1,CBG,60,No,8,0.7648,0.2976,NA,NA,64.5,85.47225707,0.304645833,0.288,0.312,,,
245,07/18/22,103,2,CBG,15,No,8,0.806,0.3388,NA,NA,93,84.8242494,0.22121875,0.208,0.228,,,
246,07/18/22,104,2,KBG,75,Yes,8,0.796,0.3197,0.71,0.892,61,93.0747587,0.336270833,0.315,0.322,,,
247,07/18/22,105,3,CBG,15,No,8,0.8134,0.3313,NA,NA,99,88.50332794,0.1449375,0.134,0.151,,,
248,07/18/22,106,3,KBG,45,No,9,0.8098,0.3264,NA,NA,60.5,NA,0.24371875,0.214,0.259,,,
249,07/18/22,201,1,CBG,30,No,8,0.7879,0.312,NA,NA,87.5,87.09374304,0.259041667,0.24,0.269,,,
250,07/18/22,202,1,CBG,45,No,8,0.7802,0.3268,NA,NA,89.5,87.8682643,0.21990625,0.204,0.228,,,
251,07/18/22,203,2,KBG,45,No,8,0.8253,0.3443,NA,NA,71,91.89896569,0.217083333,0.2,0.227,,,
252,07/18/22,204,2,CBG,45,Yes,9,0.8302,0.3473,0.707,0.895,76,95.31479807,0.253854167,0.217,0.219,,,
253,07/18/22,205,3,CBG,45,No,8,0.822,0.3305,NA,NA,70,94.15814304,0.216895833,0.206,0.223,,,
254,07/18/22,206,3,KBG,30,No,8,0.8062,0.3553,NA,NA,90,92.36730723,0.185614583,0.17,0.194,,,
255,07/18/22,301,1,KBG,75,No,8,0.8199,0.3328,NA,NA,65,89.76329187,0.37134375,0.349,0.381,,,
256,07/18/22,302,1,KBG,45,No,8,0.8085,0.3383,NA,NA,96.5,90.17681942,0.241614583,0.228,0.248,,,
257,07/18/22,303,2,CBG,75,No,9,0.8321,0.3478,NA,NA,50.5,95.65593084,0.34634375,0.331,0.353,,,
258,07/18/22,304,2,CBG,30,No,9,0.8397,0.3698,NA,NA,100,94.74273054,0.23996875,0.223,0.248,,,
259,07/18/22,305,3,KBG,75,Yes,8,0.8352,0.3577,0.69,0.878,59.5,92.75037252,0.345020833,0.321,0.326,,,
260,07/18/22,306,3,KBG,60,No,8,0.8282,0.3486,NA,NA,78.5,93.22181451,0.27315625,0.255,0.283,,,
261,07/18/22,401,1,KBG,60,Yes,8,0.8151,0.3438,0.711,0.886,93,92.15239609,0.283916667,0.268,0.271,,,
262,07/18/22,402,1,KBG,15,No,8,0.8278,0.3581,NA,NA,109,90.37716679,0.228197917,0.211,0.236,,,
263,07/18/22,403,2,KBG,30,No,9,0.8544,0.3772,NA,NA,113.5,93.79367349,0.173635417,0.159,0.18,,,
264,07/18/22,404,2,CBG,60,Yes,9,0.849,0.3759,0.704,0.895,75,96.07481118,0.289583333,0.266,0.27,,,
265,07/18/22,405,3,CBG,60,No,9,0.8304,0.3383,NA,NA,55.5,97.39093077,0.289364583,0.264,0.304,,,
266,07/18/22,406,3,KBG,15,No,8,0.8332,0.3666,NA,NA,94.5,94.81835785,0.204270833,0.189,0.212,,,
267,07/18/22,501,1,KBG,30,No,8,0.8049,0.3323,NA,NA,120.5,89.86496017,0.26590625,0.249,0.273,,,
268,07/18/22,502,1,CBG,75,No,9,0.8368,0.3553,NA,NA,54.5,98.3187713,0.37290625,0.353,0.381,,,
269,07/18/22,503,2,KBG,60,No,9,0.8215,0.3543,NA,NA,65,93.75365962,0.302885417,0.273,0.319,,,
270,07/18/22,504,2,KBG,15,No,9,0.8543,0.3887,NA,NA,99.5,95.03059955,0.221364583,0.202,0.231,,,
271,07/18/22,505,3,CBG,75,No,9,0.8556,0.368,NA,NA,56,98.06060682,0.348427083,0.327,0.359,,,
272,07/18/22,506,3,CBG,30,No,8,0.8507,0.372,NA,NA,90,97.92616831,0.2114375,0.197,0.218,,,
273,07/19/22,104,2,KBG,75,Yes,NA,NA,NA,0.722,0.853,54.5,NA,0.33840625,0.309,0.332,,,
274,07/19/22,106,3,KBG,45,Yes,NA,NA,NA,0.719,0.869,92,NA,0.223770833,0.177,0.212,,,
275,07/19/22,202,1,CBG,45,Yes,NA,NA,NA,0.662,0.807,98,NA,0.20025,0.187,0.204,,,
276,07/19/22,203,2,KBG,45,Yes,NA,NA,NA,0.711,0.826,105,NA,0.19371875,0.182,0.199,,,
277,07/19/22,205,3,CBG,45,Yes,NA,NA,NA,0.715,0.854,93,NA,0.197739583,0.185,0.205,,,
278,07/19/22,303,2,CBG,75,Yes,NA,NA,NA,0.703,0.86,62,NA,0.3238125,0.313,0.328,,,
279,07/19/22,306,3,KBG,60,Yes,NA,NA,NA,0.725,0.893,95.5,NA,0.25521875,0.235,0.254,,,
280,07/19/22,403,2,KBG,30,Yes,NA,NA,NA,0.717,0.886,108.5,NA,0.15315625,0.147,0.157,,,
281,07/19/22,405,3,CBG,60,Yes,NA,NA,NA,0.655,0.871,65,NA,0.259302083,0.232,0.263,,,
282,07/19/22,503,2,KBG,60,Yes,NA,NA,NA,0.702,0.871,64,NA,0.272635417,0.232,0.269,,,
283,07/20/22,101,1,CBG,15,No,7,0.6951,0.2686,NA,NA,116,76.4354156,0.1985625,0.19,0.202,,,
284,07/20/22,102,1,CBG,60,Yes,8,0.7387,0.2925,0.662,0.799,80,82.82881874,0.255729167,0.242,0.257,,,
285,07/20/22,103,2,CBG,15,No,8,0.7521,0.3142,NA,NA,103,81.61415195,0.180802083,0.17,0.186,,,
286,07/20/22,104,2,KBG,75,No,7,0.769,0.3136,NA,NA,48.5,91.17289763,0.330395833,0.305,0.344,,,
287,07/20/22,105,3,CBG,15,No,8,0.7821,0.3212,NA,NA,121,89.17237139,0.118864583,0.112,0.122,,,
288,07/20/22,106,3,KBG,45,No,7,0.7765,0.3176,NA,NA,47,90.925112,0.243614583,0.214,0.26,,,
289,07/20/22,201,1,CBG,30,No,7,0.7465,0.694,NA,NA,115,86.12548544,0.204104167,0.19,0.21,,,
290,07/20/22,202,1,CBG,45,Yes,8,0.7498,0.3017,0.664,0.82,89,87.19543914,0.204864583,0.19,0.2,,,
291,07/20/22,203,2,KBG,45,Yes,7,0.7932,0.3329,0.665,0.84,87,90.63194581,0.22059375,0.189,0.202,,,
292,07/20/22,204,2,CBG,45,No,8,0.7788,0.3164,NA,NA,85.5,96.03362249,0.22696875,0.205,0.239,,,
293,07/20/22,205,3,CBG,45,Yes,8,0.7942,0.3241,0.525,0.841,94.5,93.82174436,0.180229167,0.171,0.185,,,
294,07/20/22,206,3,KBG,30,Yes,7,0.7911,0.3369,0.655,0.827,113,91.33934862,0.155208333,0.15,0.158,,,
295,07/20/22,301,1,KBG,75,Yes,8,0.7911,0.3237,0.672,0.847,93,91.39268885,0.307291667,0.28,0.303,,,
296,07/20/22,302,1,KBG,45,Yes,7,0.7921,0.3319,0.668,0.833,112.5,90.8381326,0.20309375,0.196,0.207,,,
297,07/20/22,303,2,CBG,75,Yes,9,0.8133,0.348,0.669,0.867,75,96.25032021,0.336395833,0.314,0.323,,,
298,07/20/22,304,2,CBG,30,No,8,0.7876,0.337,NA,NA,101.5,93.93114293,0.189520833,0.177,0.197,,,
299,07/20/22,305,3,KBG,75,No,8,0.787,0.3257,NA,NA,50,93.40557518,0.351427083,0.331,0.362,,,
300,07/20/22,306,3,KBG,60,Yes,8,0.7962,0.341,0.666,0.856,93.5,92.35662945,0.291885417,0.262,0.279,,,
301,07/20/22,401,1,KBG,60,Yes,8,0.7958,0.3288,0.677,0.845,91.5,91.22142035,0.271729167,0.248,0.266,,,
302,07/20/22,402,1,KBG,15,No,7,0.7919,0.3442,NA,NA,128.5,87.92659584,0.183020833,0.172,0.187,,,
303,07/20/22,403,2,KBG,30,Yes,8,0.7988,0.3401,0.673,0.869,118,94.34907784,0.149041667,0.147,0.148,,,
304,07/20/22,404,2,CBG,60,Yes,8,0.8134,0.3458,0.681,0.884,62.5,97.39183449,0.28409375,0.253,0.271,,,
305,07/20/22,405,3,CBG,60,Yes,8,0.8081,0.3344,0.672,0.872,66.5,97.80278297,0.272854167,0.242,0.265,,,
306,07/20/22,406,3,KBG,15,No,8,0.8002,0.3474,NA,NA,116.5,93.406896,0.1705625,0.163,0.173,,,
307,07/20/22,501,1,KBG,30,No,7,0.7693,0.3189,NA,NA,142,88.32211854,0.217802083,0.204,0.224,,,
308,07/20/22,502,1,CBG,75,Yes,9,0.7853,0.3263,0.683,0.875,84.5,95.56545475,0.305625,0.296,0.311,,,
309,07/20/22,503,2,KBG,60,No,8,0.8174,0.3583,NA,NA,56.5,95.79861404,0.275427083,0.245,0.293,,,
310,07/20/22,504,2,KBG,15,No,8,0.811,0.3601,NA,NA,128,93.64533857,0.17365625,0.161,0.179,,,
311,07/20/22,505,3,CBG,75,Yes,9,0.8302,0.357,0.672,0.866,65.5,97.91505257,0.280489583,0.265,0.286,,,
312,07/20/22,506,3,CBG,30,No,8,0.8217,0.3682,NA,NA,101,96.76682298,0.172822917,0.167,0.174,,,
313,07/21/22,102,1,CBG,60,Yes,NA,NA,NA,0.684,0.825,81.5,NA,0.264666667,0.248,0.258,,,
314,07/21/22,106,3,KBG,45,Yes,NA,NA,NA,0.689,0.848,81,NA,0.227020833,0.177,0.213,,,
315,07/21/22,201,1,CBG,30,Yes,NA,NA,NA,0.692,0.733,110,NA,0.1903125,0.183,0.19,,,
316,07/21/22,202,1,CBG,45,Yes,NA,NA,NA,0.683,0.82,90,NA,0.2251875,0.204,0.217,,,
317,07/21/22,204,2,CBG,45,Yes,NA,NA,NA,0.691,0.816,110.5,NA,0.200645833,0.18,0.203,,,
318,07/21/22,205,3,CBG,45,Yes,NA,NA,NA,0.692,0.831,87,NA,0.187791667,0.171,0.182,,,
319,07/21/22,206,3,KBG,30,Yes,NA,NA,NA,0.67,0.817,98,NA,0.154572917,0.15,0.151,,,
320,07/21/22,301,1,KBG,75,Yes,NA,NA,NA,0.7,0.846,105,NA,0.337322917,0.304,0.323,,,
321,07/21/22,302,1,KBG,45,Yes,NA,NA,NA,0.706,0.836,135.5,NA,0.19903125,0.196,0.198,,,
322,07/21/22,305,3,KBG,75,Yes,NA,NA,NA,0.706,0.877,66,NA,0.337989583,0.306,0.33,,,
323,07/21/22,502,1,CBG,75,Yes,NA,NA,NA,0.721,0.873,81,NA,0.318541667,0.293,0.302,,,
324,07/21/22,503,2,KBG,60,Yes,NA,NA,NA,0.709,0.881,115,NA,0.243239583,0.206,0.244,,,
325,07/21/22,505,3,CBG,75,Yes,NA,NA,NA,0.707,0.88,83,NA,0.283947917,0.262,0.279,,,
326,07/21/22,506,3,CBG,30,Yes,NA,NA,NA,0.724,0.883,117,NA,0.16540625,0.161,0.167,,,
327,07/22/22,101,1,CBG,15,No,7,0.7248,0.2882,0.659,0.772,127,64.43703396,0.179375,0.173,0.177,,,
328,07/22/22,102,1,CBG,60,No,7,0.7215,0.2845,0.664,0.789,97,75.24593475,0.281854167,0.272,0.286,,,
329,07/22/22,103,2,CBG,15,No,7,0.7599,0.3208,0.67,0.799,122.5,75.82846455,0.154947917,0.15,0.156,,,
330,07/22/22,104,2,KBG,75,Yes,7,0.7851,0.3255,0.67,0.791,75,89.19844018,0.2720625,0.259,0.269,,,
331,07/22/22,105,3,CBG,15,No,7,0.7702,0.3224,0.661,0.765,113.5,81.73864956,0.106302083,0.104,0.106,,,
332,07/22/22,106,3,KBG,45,No,7,0.7994,0.3326,0.672,0.856,79.5,92.78875274,0.260791667,0.238,0.272,,,
333,07/22/22,201,1,CBG,30,No,7,0.7532,0.312,0.645,0.687,113.5,77.77946008,0.192822917,0.189,0.192,,,
334,07/22/22,202,1,CBG,45,No,7,0.7556,0.3178,0.661,0.775,78,83.56575228,0.244572917,0.235,0.249,,,
335,07/22/22,203,2,KBG,45,No,8,0.7939,0.3409,0.682,0.822,93,89.93397643,0.212833333,0.196,0.224,,,
336,07/22/22,204,2,CBG,45,Yes,8,0.8109,0.3491,0.67,0.801,77.5,87.6357237,0.229114583,0.203,0.206,,,
337,07/22/22,205,3,CBG,45,Yes,8,0.7846,0.3137,0.679,0.836,81,82.00273688,0.224072917,0.209,0.214,,,
338,07/22/22,206,3,KBG,30,No,7,0.7975,0.3486,0.679,0.845,93.5,88.95659824,0.169135417,0.163,0.167,,,
339,07/22/22,301,1,KBG,75,No,8,0.7878,0.3208,0.688,0.846,86,87.20330149,0.368052083,0.351,0.375,,,
340,07/22/22,302,1,KBG,45,Yes,8,0.7693,0.316,0.688,0.838,100,86.28021591,0.20909375,0.201,0.203,,,
341,07/22/22,303,2,CBG,75,Yes,8,0.8179,0.3541,0.695,0.864,78.5,94.99944213,0.338552083,0.325,0.33,,,
342,07/22/22,304,2,CBG,30,No,7,0.7835,0.342,0.69,0.844,120,87.34515049,0.168166667,0.162,0.169,,,
343,07/22/22,305,3,KBG,75,No,8,0.8091,0.3421,0.688,0.841,55.5,93.13100473,0.352479167,0.336,0.361,,,
344,07/22/22,306,3,KBG,60,No,7,0.8099,0.3457,0.682,0.852,68.5,86.50562408,0.27853125,0.26,0.289,,,
345,07/22/22,401,1,KBG,60,Yes,8,0.7939,0.3392,0.697,0.829,122,88.03988039,0.275989583,0.259,0.266,,,
346,07/22/22,402,1,KBG,15,No,7,0.8009,0.3519,0.692,0.829,139,84.35859817,0.159333333,0.154,0.159,,,
347,07/22/22,403,2,KBG,30,Yes,8,0.8143,0.3521,0.695,0.864,130.5,93.15356293,0.14615625,0.145,0.145,,,
348,07/22/22,404,2,CBG,60,Yes,9,0.8321,0.3794,0.701,0.866,94,96.12547502,0.28021875,0.266,0.274,,,
349,07/22/22,405,3,CBG,60,Yes,9,0.8138,0.3455,0.707,0.856,76.5,95.12349483,0.268885417,0.253,0.266,,,
350,07/22/22,406,3,KBG,15,No,7,0.815,0.3652,0.706,0.861,133,92.38837777,0.1518125,0.148,0.151,,,
351,07/22/22,501,1,KBG,30,No,7,0.7657,0.3204,0.697,0.805,167.5,83.3481995,0.183364583,0.177,0.184,,,
352,07/22/22,502,1,CBG,75,No,9,0.8033,0.3428,0.698,0.844,65,93.16248888,0.345791667,0.327,0.354,,,
353,07/22/22,503,2,KBG,60,Yes,9,0.8436,0.3768,0.702,0.858,87,94.5530679,0.28984375,0.26,0.271,,,
354,07/22/22,504,2,KBG,15,No,8,0.8309,0.3837,0.711,0.867,124.5,92.6492395,0.149385417,0.145,0.149,,,
355,07/22/22,505,3,CBG,75,Yes,8,0.8305,0.3411,0.71,0.871,78.5,97.08601625,0.32590625,0.302,0.309,,,
356,07/22/22,506,3,CBG,30,Yes,8,0.8363,0.3703,0.714,0.874,105,95.47153757,0.17815625,0.167,0.169,,,
357,07/23/22,102,1,CBG,60,Yes,NA,NA,NA,0.739,0.846,94.5,NA,0.3020625,0.27,0.271,,,
358,07/23/22,104,2,KBG,75,Yes,NA,NA,NA,0.758,0.877,76,NA,0.3203125,0.274,0.274,,,
359,07/23/22,105,3,CBG,15,Yes,NA,NA,NA,0.757,0.832,142.5,NA,0.116020833,0.102,0.102,,,
360,07/23/22,203,2,KBG,45,Yes,NA,NA,NA,0.745,0.856,119.5,NA,0.245979167,0.195,0.195,,,
361,07/23/22,302,1,KBG,45,Yes,NA,NA,NA,0.737,0.861,95.5,NA,0.24534375,0.216,0.218,,,
362,07/23/22,304,2,CBG,30,Yes,NA,NA,NA,0.755,0.853,120.5,NA,0.211572917,0.161,0.161,,,
363,07/23/22,305,3,KBG,75,Yes,NA,NA,NA,0.753,0.848,66.5,NA,0.358510417,0.332,0.332,,,
364,07/23/22,306,3,KBG,60,Yes,NA,NA,NA,0.754,0.876,108,NA,0.300302083,0.26,0.261,,,
365,07/23/22,403,2,KBG,30,Yes,NA,NA,NA,0.763,0.878,116,NA,0.162677083,0.144,0.144,,,
366,07/23/22,405,3,CBG,60,Yes,NA,NA,NA,0.756,0.886,80,NA,0.303958333,0.268,0.268,,,
367,07/23/22,502,1,CBG,75,Yes,NA,NA,NA,0.743,0.881,81.5,NA,0.365625,0.319,0.319,,,
368,07/23/22,505,3,CBG,75,Yes,NA,NA,NA,0.764,0.891,59.5,NA,0.36396875,0.336,0.337,,,
369,07/25/22,101,1,CBG,15,No,7,0.746,0.2879,NA,NA,122.5,52.23815895,0.175885417,0.172,0.175,,,
370,07/25/22,102,1,CBG,60,No,7,0.7723,0.3001,NA,NA,94,70.52488301,0.293666667,0.282,0.297,,,
371,07/25/22,103,2,CBG,15,No,7,0.772,0.3158,NA,NA,119.5,64.81442668,0.152739583,0.15,0.152,,,
372,07/25/22,104,2,KBG,75,Yes,8,0.8398,0.3376,0.694,0.867,62,88.99879493,0.323677083,0.3,0.303,,,
373,07/25/22,105,3,CBG,15,No,8,0.8135,0.3258,NA,NA,115,78.67108932,0.137697917,0.125,0.144,,,
374,07/25/22,106,3,KBG,45,No,8,0.8226,0.3384,NA,NA,74,92.61520409,0.211572917,0.19,0.224,,,
375,07/25/22,201,1,CBG,30,No,7,0.7704,0.3035,NA,NA,92,69.4345887,0.191104167,0.186,0.19,,,
376,07/25/22,202,1,CBG,45,No,8,0.7732,0.3064,NA,NA,72.5,79.26244081,0.24059375,0.229,0.246,,,
377,07/25/22,203,2,KBG,45,No,8,0.8209,0.3331,NA,NA,65,91.10468081,0.246010417,0.23,0.255,,,
378,07/25/22,204,2,CBG,45,No,8,0.7975,0.3161,NA,NA,78.5,88.85660529,0.26846875,0.249,0.276,,,
379,07/25/22,205,3,CBG,45,No,8,0.8078,0.3144,NA,NA,70,87.23899141,0.259708333,0.248,0.265,,,
380,07/25/22,206,3,KBG,30,No,8,0.834,0.3506,NA,NA,117,91.25574773,0.169625,0.16,0.173,,,
381,07/25/22,301,1,KBG,75,Yes,8,0.8057,0.316,0.698,0.865,79.5,89.7808101,0.354145833,0.331,0.333,,,
382,07/25/22,302,1,KBG,45,No,8,0.8062,0.3161,NA,NA,82,89.24449505,0.27978125,0.268,0.284,,,
383,07/25/22,303,2,CBG,75,No,9,0.8114,0.3439,NA,NA,58,92.97398717,0.33525,0.324,0.339,,,
384,07/25/22,304,2,CBG,30,No,8,0.8145,0.3404,NA,NA,138,84.53692958,0.24909375,0.231,0.256,,,
385,07/25/22,305,3,KBG,75,Yes,9,0.788,0.3098,0.705,0.9,56.5,93.81146978,0.352833333,0.334,0.337,,,
386,07/25/22,306,3,KBG,60,No,9,0.8091,0.341,NA,NA,82,91.09486504,0.302052083,0.287,0.31,,,
387,07/25/22,401,1,KBG,60,No,8,0.8011,0.3195,NA,NA,109.5,87.39827522,0.296947917,0.28,0.304,,,
388,07/25/22,402,1,KBG,15,No,7,0.7883,0.3167,NA,NA,137.5,89.05325438,0.15571875,0.153,0.154,,,
389,07/25/22,403,2,KBG,30,No,9,0.7885,0.3255,NA,NA,101.5,91.85635886,0.2004375,0.177,0.211,,,
390,07/25/22,404,2,CBG,60,No,9,0.8013,0.3349,NA,NA,114,95.18565674,0.291052083,0.279,0.295,,,
391,07/25/22,405,3,CBG,60,No,8,0.8264,0.3369,NA,NA,57.5,95.40186785,0.294041667,0.278,0.303,,,
392,07/25/22,406,3,KBG,15,No,8,0.7897,0.3332,NA,NA,141,NA,0.151260417,0.147,0.149,,,
393,07/25/22,501,1,KBG,30,No,8,0.8107,0.3341,NA,NA,157,82.13953896,0.1764375,0.173,0.175,,,
394,07/25/22,502,1,CBG,75,No,9,0.8184,0.3411,NA,NA,68.5,91.48449967,0.35428125,0.344,0.357,,,
395,07/25/22,503,2,KBG,60,No,9,0.8447,0.366,NA,NA,75,93.95288778,0.280375,0.26,0.292,,,
396,07/25/22,504,2,KBG,15,No,8,0.8279,0.3534,NA,NA,144,92.05936177,0.15503125,0.148,0.156,,,
397,07/25/22,505,3,CBG,75,Yes,8,0.8463,0.3555,0.721,0.9,65,95.92827675,0.34503125,0.33,0.332,,,
398,07/25/22,506,3,CBG,30,No,8,0.8155,0.3492,NA,NA,94,94.53715551,0.205739583,0.19,0.211,,,
399,07/26/22,104,2,KBG,75,Yes,NA,NA,NA,NA,NA,61.5,NA,0.339697917,0.322,0.329,,,
400,07/26/22,106,3,KBG,45,Yes,NA,NA,NA,NA,NA,94,NA,0.21365625,0.179,0.19,,,
401,07/26/22,206,3,KBG,30,Yes,NA,NA,NA,NA,NA,108.5,NA,0.161541667,0.159,0.16,,,
402,07/26/22,303,2,CBG,75,Yes,NA,NA,NA,NA,NA,97.5,NA,0.332833333,0.318,0.321,,,
403,07/26/22,401,1,KBG,60,Yes,NA,NA,NA,NA,NA,149,NA,0.29934375,0.274,0.278,,,
404,07/26/22,404,2,CBG,60,Yes,NA,NA,NA,NA,NA,NA,NA,0.283697917,0.272,0.276,,,
405,07/26/22,405,3,CBG,60,Yes,NA,NA,NA,NA,NA,64,NA,0.294572917,0.274,0.278,,,
406,07/26/22,503,2,KBG,60,Yes,NA,NA,NA,0.729,0.892,89,NA,0.2873125,0.251,0.258,,,
407,07/27/22,101,1,CBG,15,No,6,0.738,0.2914,NA,NA,102,53.94139665,0.180635417,0.173,0.175,,,
408,07/27/22,102,1,CBG,60,No,7,0.7433,0.3022,NA,NA,56.5,73.65784464,0.293885417,0.284,0.297,,,
409,07/27/22,103,2,CBG,15,No,7,0.7467,0.3013,NA,NA,92,62.30622631,0.155333333,0.151,0.152,,,
410,07/27/22,104,2,KBG,75,No,7,0.8072,0.3297,NA,NA,54,91.54750968,0.335614583,0.311,0.347,,,
411,07/27/22,105,3,CBG,15,No,7,0.787,0.3115,NA,NA,86,90.4068157,0.153708333,0.141,0.159,,,
412,07/27/22,106,3,KBG,45,No,7,0.8154,0.3378,NA,NA,52,69.9907647,0.260822917,0.234,0.274,,,
413,07/27/22,201,1,CBG,30,No,7,0.7546,0.2983,NA,NA,89,80.83670403,0.192739583,0.189,0.19,,,
414,07/27/22,202,1,CBG,45,No,7,0.7626,0.3139,NA,NA,80.5,90.39568607,0.244010417,0.236,0.247,,,
415,07/27/22,203,2,KBG,45,No,7,0.8227,0.3369,NA,NA,77.5,88.29858015,0.254447917,0.235,0.263,,,
416,07/27/22,204,2,CBG,45,No,7,0.7868,0.323,NA,NA,69,78.6780271,0.291604167,0.267,0.3,,,
417,07/27/22,205,3,CBG,45,No,7,0.7986,0.3156,NA,NA,63,85.67548939,0.273447917,0.258,0.279,,,
418,07/27/22,206,3,KBG,30,No,7,0.8199,0.3457,NA,NA,81.5,89.32074106,0.17178125,0.167,0.172,,,
419,07/27/22,301,1,KBG,75,No,8,0.8113,0.334,NA,NA,69.5,89.0359586,0.38075,0.358,0.39,,,
420,07/27/22,302,1,KBG,45,No,7,0.8069,0.3245,NA,NA,62.5,89.42289598,0.274833333,0.266,0.279,,,
421,07/27/22,303,2,CBG,75,No,8,0.8212,0.3454,NA,NA,89,92.92915579,0.354979167,0.342,0.359,,,
422,07/27/22,304,2,CBG,30,No,7,0.8033,0.3435,NA,NA,96.5,85.596421,0.298125,0.272,0.309,,,
423,07/27/22,305,3,KBG,75,No,8,0.8524,0.3551,NA,NA,52,92.70957312,0.363572917,0.343,0.373,,,
424,07/27/22,306,3,KBG,60,No,7,0.822,0.3495,NA,NA,82.5,91.25611617,0.338697917,0.319,0.347,,,
425,07/27/22,401,1,KBG,60,No,8,0.8124,0.3358,NA,NA,78,86.72854356,0.343208333,0.323,0.352,,,
426,07/27/22,402,1,KBG,15,No,7,0.838,0.3585,NA,NA,101.5,80.64205008,0.15853125,0.154,0.155,,,
427,07/27/22,403,2,KBG,30,No,9,0.8345,0.3594,NA,NA,96.5,93.74959984,0.191541667,0.178,0.194,,,
428,07/27/22,404,2,CBG,60,No,8,0.8216,0.3546,NA,NA,54.5,94.21536231,0.306010417,0.287,0.313,,,
429,07/27/22,405,3,CBG,60,No,8,0.8136,0.3358,NA,NA,50.5,94.95552142,0.324947917,0.306,0.334,,,
430,07/27/22,406,3,KBG,15,No,7,0.8222,0.3499,NA,NA,88,89.06170762,0.162416667,0.153,0.159,,,
431,07/27/22,501,1,KBG,30,No,7,0.8066,0.3384,NA,NA,98.5,81.78776317,0.1778125,0.174,0.174,,,
